,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_en,Energie (kcal/100 g),Eau (g/100 g),Protéines (g/100 g),Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Fer (mg/100 g),Magnésium (mg/100 g),Vitamine D (µg/100 g),Vitamine C (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
2555,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31063,Bouchée chocolat fourrage fruits à coques et/ou praliné,Chocolate bite filled with nuts and/or praline,-,-,"9,1","51,5","34,7","46,2",-,"0,34",275,-,52,-,-,-,-
2556,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31066,Rocher chocolat fourré praliné,Chocolate rock filled with praline,-,"1,1","6,53","51,4","35,3","49,2","7,55","0,14",120,"3,4",82,0.125,0.25,"22,9","0,5"
2557,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31069,"Chocolat noir aux fruits (orange, framboise, poire), tablette","Dark chocolate with fruits (orange, raspberry, pear), bar",-,"1,2","6,8","45,3","34,4","35,7","2,4","0,078",76,4,102,-,"0,5",-,-
2558,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31070,"Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette","Dark chocolate with dried fruits (hazelnuts, almonds, raisins, praline), bar",567,"0,9","8,69","40,7",39,"38,2","0,88","0,03",64,"8,7",140,"1,09",0.25,"41,7",0
2559,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31071,Barre chocolatée aux fruits secs,Chocolate bar with dried fruits,494,"4,42","7,23","57,6",26,"45,1","5,55","0,38",122,"1,3","13,6","0,03",0,"0,11","0,3"
2560,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31072,Chocolat noir fourrage confiseur à la menthe,Dark chocolate confectioner's filling with mint,-,"6,2","2,9","70,5",16,69,"3,22",traces,14,3,48,-,0.25,"13,9","0,14"
2561,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31073,Barre goûter frais au lait et chocolat,Fresh milk and chocolate snack bar,-,"20,5","6,81",41,"28,5","32,8",-,"0,17",323,-,45,-,-,-,-
2562,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31074,"Chocolat noir à 70% cacao minimum, extra, dégustation, tablette","Dark chocolate with a minimum of 70% cocoa, extra, tasting, bar",591,"0,9","10,4","26,9","46,3","17,9","6,07","0,02",62,11,200,"2,16",0.25,52,"0,35"
2563,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31079,Chocolat au lait fourré,Filled milk chocolate,-,-,"4,8","45,5",45,"44,5",-,"0,25",-,-,-,-,-,-,-
2564,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31080,"Chocolat noir fourré praliné, tablette","Dark chocolate filled with praline, bar",-,"0,5","6,38","52,4","34,8","48,8","7,92","0,039",70,"6,1",110,0.25,0.25,"32,2","0,32"
2565,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31084,"Chocolat au lait fourré au praliné, tablette","Milk chocolate filled with praline, bar",-,"0,6","7,29","52,9","34,9","49,9","14,3","0,2",150,"3,2",70,0.25,0.25,"14,7","0,99"
2566,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31085,"Chocolat noir à 40% de cacao minimum, à pâtisser, tablette","Dark chocolate with a minimum of 40% cocoa, for baking, bar",-,"0,9","6,39","51,4","33,1","41,6","1,73","0,015",46,"4,35",130,0,"0,28",12,-
2567,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31091,Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit,Candy / chocolate-filled wafer / biscuit,-,-,"6,5","55,1","29,4","42,9","2,81","0,32",40,"3,6",-,-,0.5,-,-
2568,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31098,Barre chocolat au lait avec nougat,Milk chocolate bar with nougat,532,"0,6","5,8","60,5",29,"60,1","25,3","0,11",150,"2,3",50,0.125,0.25,"19,2","0,37"
2569,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31099,Barre goûter frais au lait et chocolat avec génoise,Fresh milk and chocolate snack bar with sponge cake,-,"10,5","6,68",39,"34,2","33,3","22,9","0,13",174,"0,9","47,3","0,53",0.25,"26,9","0,39"
2570,7,702,0,produits sucrés,chocolats et produits à base de chocolat,31120,"Chocolat, en tablette (aliment moyen)","Chocolate, in bar (medium food)",557,"0,86","7,81","45,3","36,1","39,5","11,5","0,11",130,"5,89",109,"1,27","0,75","29,1","0,38"
2571,7,703,0,produits sucrés,confiseries non chocolatées,31003,"Bonbons, tout type","Candies, all types",-,"4,85","1,75","86,5","6,32","64,4",0,"0,15","26,5","0,69","19,6",0,0,0,0
2572,7,703,0,produits sucrés,confiseries non chocolatées,31007,"Chewing-gum, sucré","Chewing gum, sweet",372,3,0.25,"90,6","0,32","68,1",0,0.0065,18,"9,5",340,0.125,0.25,0,0
2573,7,703,0,produits sucrés,confiseries non chocolatées,31014,Pâte de fruits,Fruit paste,336,15,"1,69","76,6","1,8","69,2",0,"0,078",25,"0,58",18,0.125,"5,13",12,0
2574,7,703,0,produits sucrés,confiseries non chocolatées,31021,Zeste d'orange confit,Candied orange zest,-,16,"0,2","82,7","0,2","82,7",0,"0,068",65,"1,5",-,0,3,0,-
2575,7,703,0,produits sucrés,confiseries non chocolatées,31023,Marron glacé,Candied chestnut,324,"18,2","0,94","79,5",0.25,"56,6",-,"0,08","8,1","0,28","5,7",0.125,0.25,"33,2",-
2576,7,703,0,produits sucrés,confiseries non chocolatées,31027,Fruit confit,Candied fruit,298,"23,5",0.25,"72,3",0.15,"62,9",0,"0,14",71,"0,27","4,7",0.125,0.25,2.5,-
2577,7,703,0,produits sucrés,confiseries non chocolatées,31033,Nougat ou touron,Nougat or turrón,-,1,"7,88","62,5","25,2",58,0,"0,0025",173,"1,4",54,0,0,26,-
2578,7,703,0,produits sucrés,confiseries non chocolatées,31036,Dragée amande,Almond dragée,-,"2,5",5,"73,9","17,2","71,9",0,"0,17",91,"3,3",48,0,0,16,-
2579,7,703,0,produits sucrés,confiseries non chocolatées,31050,Guimauve ou marshmallow,Marshmallow or marshmallow,-,"15,6","3,67","78,7","1,42","65,6",0,"0,092",3,"0,27","1,45",0,0,1,0
2580,7,703,0,produits sucrés,confiseries non chocolatées,31054,"Chewing-gum, sans sucre",Sugar-free chewing gum,228,"4,3","0,69","78,1","0,45",0.015,0,"0,026",3700,"5,2",130,0,0,"31,5",0
2581,7,703,0,produits sucrés,confiseries non chocolatées,31059,Bonbon dur et sucette,Hard candy and lollipop,-,"1,3",0.095,"95,4","0,35","74,9",0,"0,07",3,"0,3",3,0,0,0,0
2582,7,703,0,produits sucrés,confiseries non chocolatées,31060,Bonbon gélifié,Gummy candy,-,"9,96","6,28","80,2","0,25","68,1",-,"0,051",9,-,2,0,-,-,-
2583,7,703,0,produits sucrés,confiseries non chocolatées,31081,"Bonbon au caramel, mou",Soft caramel candy,-,"1,42","2,95","83,7","8,04","60,4","9,1","0,46","95,6","0,55","17,4",0.25,0.25,"31,8","0,08"
2584,7,703,0,produits sucrés,confiseries non chocolatées,31092,Calissons d'Aix en Provence,Aix-en-Provence calissons,440,10,"7,88","60,3",18,"50,1",-,"0,03",81,-,67,0.125,0.25,29,-
2585,7,703,0,produits sucrés,confiseries non chocolatées,31093,"Guimauve ou marshmallow, enrobé de chocolat","Marshmallow, coated in chocolate",-,14,"4,65","66,2","10,3","56,3",-,"0,1",-,-,-,-,-,-,-
2586,7,703,0,produits sucrés,confiseries non chocolatées,31094,Bonbon dur au caramel,Hard caramel candy,-,-,"1,21","72,5",6,"72,5",-,"1,12",-,-,-,-,-,-,-
2587,7,703,0,produits sucrés,confiseries non chocolatées,31121,"Chewing-gum, teneur en sucre inconnue (aliment moyen)","Chewing gum, sugar content unknown (average food)",279,"3,84","0,53","82,5","0,41",24,0,"0,019",2400,"6,72",204,"0,044","0,088","20,4",0
2588,7,704,0,produits sucrés,confitures et assimilés,30999,"Confiture ou Marmelade, tout type de fruits, teneur en sucre inconnue (aliment moyen)","Jam or Marmalade, any type of fruit, unknown sugar content (average food)",228,"42,3","0,37","56,5","0,29","55,5",nan,"0,02","11,8","0,18","6,02",nan,"9,34","14,4",nan
2589,7,704,0,produits sucrés,confitures et assimilés,31006,"Confiture ou Marmelade, tout type de fruits (aliment moyen)","Jam or Marmalade, any type of fruit (medium food)",249,39,"0,29","60,2","0,31",59,nan,"0,019","11,5","0,17","5,85",nan,"9,28","13,7",nan
2590,7,704,0,produits sucrés,confitures et assimilés,31024,Confiture de fraise (extra ou classique),Strawberry jam (extra or classic),251,"38,4",0.25,"60,5","0,5","60,1",-,"0,018",9,"0,17","5,7",-,"11,4","24,6",-
2591,7,704,0,produits sucrés,confitures et assimilés,31037,Confiture d'abricot (extra ou classique),Apricot jam (extra or classic),247,"39,2",0.25,"59,7","0,3","56,8",0,"0,013","8,7","0,14","4,4",0.125,"6,42",2.5,-
2592,7,704,0,produits sucrés,confitures et assimilés,31038,Confiture de cerise (extra ou classique),Cherry jam (extra or classic),-,"39,5","0,38","60,9","0,16",60,-,"0,018",12,"0,22","7,1",-,"19,6",6,-
2593,7,704,0,produits sucrés,confitures et assimilés,31039,Marmelade d'orange,Orange marmalade,246,"38,1",0.25,"59,3","0,4","56,9",0,"0,015",33,"0,08","4,2",0.125,"8,92","6,27",0
2594,7,704,0,produits sucrés,confitures et assimilés,31040,Confiture de lait,Milk jam,-,"28,1","6,45",58,"5,45","51,7",23,"0,27",211,"0,17",22,"0,2","2,6",11,"0,31"
2595,7,704,0,produits sucrés,confitures et assimilés,31053,Confiture de prune (extra ou classique),Plum jam (extra or classic),-,"39,3","0,27","59,3","0,1","59,3",-,"0,04",-,-,-,-,-,-,-
2596,7,704,0,produits sucrés,confitures et assimilés,31062,Confiture de framboise (extra ou classique),Raspberry jam (extra or classic),-,"39,9","0,47",61,"0,21","59,5",-,"0,013","9,9","0,28","9,5",-,"2,93","13,9",-
2597,7,704,0,produits sucrés,confitures et assimilés,31068,Confiture de myrtilles (extra ou classique),Blueberry jam (extra or classic),246,"37,8",0.25,"58,9","0,4","58,9",-,0.0065,"8,7","0,14","3,2",0.125,0.25,2.5,-
2598,7,704,0,produits sucrés,confitures et assimilés,31082,Préparation de fruits divers (en taux de sucres : confitures allégées en sucres < préparations de fruits < confitures),Preparation of various fruits (in sugar content: reduced-sugar jams < fruit preparations < jams),-,"54,7","0,49","43,4","0,33","40,5",-,"0,015",-,-,-,-,-,-,-
2599,7,704,0,produits sucrés,confitures et assimilés,31086,Gelée de fruits divers (extra ou classique),Jelly of various fruits (extra or classic),-,-,"0,35","61,6","0,17","61,6",-,"0,019",-,-,-,-,-,-,-
2600,7,704,0,produits sucrés,confitures et assimilés,31095,Gelée de groseille (extra ou classique),Currant jelly (extra or classic),246,"37,9",0.25,"59,6",0.15,"58,7",-,0.0065,"9,8","0,16","3,8",0.125,"1,79",2.5,-
2601,7,704,0,produits sucrés,confitures et assimilés,31110,"Confiture, tout type de fruits, allégée en sucres (extra ou classique)","Jam, all types of fruits, reduced in sugars (extra or classic)",162,"58,2","0,75",38,0.15,38,-,"0,023",13,"0,2","6,7",0.125,"9,57","17,5",-
2602,7,705,0,produits sucrés,viennoiseries,7225,Pain brioché ou viennois,Brioche or Viennese bread,352,"20,3","9,76","55,5","9,38","6,9","42,4","1,31","42,5",1,"21,5",0.1,-,44,"1,7"
2603,7,705,0,produits sucrés,viennoiseries,7600,Viennoiserie (aliment moyen),Pastry (medium food),379,"22,8","7,77","49,1","16,2","12,8","62,1","1,04","40,1","1,52","21,8","0,18","0,34","39,7","0,27"
2604,7,705,0,produits sucrés,viennoiseries,7602,"Croissant, sans précision","Croissant, without specification",372,"29,2","6,65","40,4",20,"8,83","26,5","1,1","33,6","0,8","22,4",-,0,56,0
2605,7,705,0,produits sucrés,viennoiseries,7615,"Croissant ordinaire, artisanal","Ordinary, artisanal croissant",410,"21,4","6,33","47,6","21,1","7,88","21,7","1,31",21,"0,85",17,0.125,0.25,"32,8","0,089"
2606,7,705,0,produits sucrés,viennoiseries,7620,"Croissant au beurre, artisanal","Butter croissant, artisanal",418,"21,1","6,61","45,7","22,6","7,3","76,6","1,16",22,"0,7",15,0.125,"0,71","18,3","0,13"
2607,7,705,0,produits sucrés,viennoiseries,7650,"Croissant aux amandes, artisanal","Almond croissant, artisanal",444,"22,1","7,62","35,9","29,1","14,1","78,5","0,79","55,7","1,1","36,6","0,44","0,044","35,6","0,12"
2608,7,705,0,produits sucrés,viennoiseries,7710,"Pain au lait, artisanal","Milk bread, artisanal",379,"23,7","8,55","50,6","15,4","9,94",58,"1,1","37,1","1,1","20,3",0.1,0,46,"0,82"
2609,7,705,0,produits sucrés,viennoiseries,7711,"Pain au lait, préemballé","Milk bread, pre-packaged",359,"23,1","8,94","52,2","12,3","11,9",106,"1,06","41,6",0.5,"19,2",0.1,-,"98,1","0,51"
2610,7,705,0,produits sucrés,viennoiseries,7712,"Pain au lait aux pépites de chocolat, préemballé","Chocolate chip milk bread, pre-packaged",369,"21,8","8,51",52,"13,5",18,"49,2","0,93",60,2,28,0.125,0.25,"22,9","0,29"
2611,7,705,0,produits sucrés,viennoiseries,7720,Pain aux raisins (viennoiserie),Raisin bread (pastry),331,"25,8","5,11","55,9",9,"18,7",43,"0,71","32,1","0,77","18,6",0.1,0,132,"0,54"
2612,7,705,0,produits sucrés,viennoiseries,7730,"Pain au chocolat feuilleté, artisanal","Flaky chocolate croissant, artisanal",421,20,"7,47","45,4","22,5","12,8","69,4","0,98",23,"4,1",29,0.125,0.25,"33,8","0,09"
2613,7,705,0,produits sucrés,viennoiseries,7733,"Pain au chocolat, préemballé","Chocolate croissant, pre-packaged",423,19,"6,9","46,8","22,3","11,1","17,9","1,1",91,"3,2",32,0.125,0.25,"16,8","0,064"
2614,7,705,0,produits sucrés,viennoiseries,7735,"Brioche (ou briochettes) aux pépites de chocolat, préemballée","Chocolate chip brioche (or brioche rolls), pre-packaged",348,24,"8,56","51,6","11,2",17,"42,8","0,94",52,"3,5",31,0.125,0.25,"22,3","0,16"
2615,7,705,0,produits sucrés,viennoiseries,7737,Brioche fourrée au chocolat,Chocolate-filled brioche,351,"24,4","7,47","53,2","11,6","21,1",-,"0,86",-,-,-,-,-,-,-
2616,7,705,0,produits sucrés,viennoiseries,7738,"Brioche fourrée aux fruits, préemballée","Fruit-filled brioche, pre-packaged",346,"25,5","6,9","50,5","12,1","18,4",-,1,"14,7",-,-,-,-,-,-
2617,7,705,0,produits sucrés,viennoiseries,7739,"Brioche fourrée crème pâtissière (type ""chinois""), préemballée","Stuffed brioche with pastry cream (type ""Chinese""), pre-packaged",300,-,"6,22","49,2","8,41","20,7",-,"0,68",-,-,-,-,-,-,-
2618,7,705,0,produits sucrés,viennoiseries,7740,"Brioche, préemballée",Pre-packaged brioche,354,"23,7","8,13","52,7","11,8","12,7","59,3",1,32,"0,94",18,0.125,0.25,"23,9","0,21"
2619,7,705,0,produits sucrés,viennoiseries,7741,"Brioche, sans précision","Brioche, unspecified",401,"21,5","11,3",46,"19,1","5,7",109,"1,13","41,2","1,65","19,7",0.25,0.25,53,"0,32"
2620,7,705,0,produits sucrés,viennoiseries,7742,"Brioche, de boulangerie traditionnelle","Brioche, traditional bakery",374,"21,4","9,81","49,2","14,7",-,99,"1,47",30,"1,15","25,5",0.1,-,42,"0,53"
2621,7,705,0,produits sucrés,viennoiseries,7744,"Couronne de Noël (Brioche) aux fruits confits, préemballée","Christmas crown (Brioche) with candied fruits, pre-packaged",355,25,"7,2","53,3","12,3","19,6",-,"0,89",-,-,-,-,-,-,-
2622,7,705,0,produits sucrés,viennoiseries,7745,"Brioche pur beurre, préemballée","Butter brioche, pre-packaged",366,24,8,"51,6",14,"13,4",105,"0,96",30,"0,85",19,0.125,0.25,"48,4","0,22"
2623,7,705,0,produits sucrés,viennoiseries,23467,Chouquette,Choux pastry puff,381,"23,5","7,76","42,6","18,6","27,1",191,"1,08",36,"1,6","13,9",0.1,0,"78,9","1,1"
2624,7,705,0,produits sucrés,viennoiseries,23480,Chausson aux pommes,Apple turnover,338,"36,2","4,17","36,6","18,7","11,2","45,6","0,87",15,"0,44",10,"0,32","5,36","5,15",0
2625,7,706,0,produits sucrés,biscuits sucrés,7412,"Tartine craquante, extrudée et grillée, fourrée au chocolat","Crispy toast, extruded and grilled, filled with chocolate",-,"5,5","7,85","64,3",16,"30,2",-,"0,34",173,"3,7","56,2",-,-,35,-
2626,7,706,0,produits sucrés,biscuits sucrés,7413,"Tartine craquante, extrudée et grillée, fourrée aux fruits","Crispy tartine, extruded and grilled, filled with fruits",-,"8,9","4,91","74,7","6,44","28,8",-,"0,43",145,0.5,"24,5",-,0.5,30,-
2627,7,706,0,produits sucrés,biscuits sucrés,23027,Macaron sec,Dry macaron,-,-,"6,9","77,7","10,2",74,-,"0,2",-,-,-,-,-,-,-
2628,7,706,0,produits sucrés,biscuits sucrés,24000,"Biscuit sec, sans précision","Dry biscuit, unspecified",-,"4,2","6,9",65,"20,6","24,7",65,"0,63","26,5","1,58",16,"0,4",0,14,"0,075"
2629,7,706,0,produits sucrés,biscuits sucrés,24001,Biscuit sec nature,Plain dry biscuit,-,"3,88","6,77",70,"15,1","23,6",3,"0,84","39,5","2,12","15,3",0,0,"14,9","0,05"
2630,7,706,0,produits sucrés,biscuits sucrés,24002,Biscuit sec à teneur garantie en vitamines,Dry biscuit with guaranteed vitamin content,-,"1,8","9,63","72,6","14,2","23,3","15,5","0,16",-,2,54,"0,55",3,212,0.04
2631,7,706,0,produits sucrés,biscuits sucrés,24003,Biscuit sec à teneur garantie en vitamines et minéraux,Dry biscuit with guaranteed vitamin and mineral content,-,"1,28","10,8","61,9","19,8","22,1","1,7","0,44",-,"6,4",195,0.25,0.5,157,0.04
2632,7,706,0,produits sucrés,biscuits sucrés,24004,"Biscuit sec aux fruits, hyposodé",Low-sodium fruit dry biscuit,-,5,"10,8","61,4","15,8","20,2",-,"0,038",45,"1,95",40,"0,25",0,435,"0,04"
2633,7,706,0,produits sucrés,biscuits sucrés,24005,"Biscuit sec aux fruits hyposodé, sans sucres ajoutés","Low-sodium fruit dry biscuit, no added sugars",-,"5,5","22,7","47,6","20,7","14,3",-,"0,35",20,"2,1",30,-,-,95,-
2634,7,706,0,produits sucrés,biscuits sucrés,24007,"Biscuit sec croquant au chocolat, allégé en matière grasse","Crispy chocolate biscuit, reduced in fat",-,-,7,69,11,"22,4",-,"2,18",-,-,90,-,-,-,-
2635,7,706,0,produits sucrés,biscuits sucrés,24008,"Biscuit sec fourré aux fruits, allégé en matière grasse","Fruit-filled dry biscuit, reduced in fat",-,"8,8","4,69","75,3","7,2",-,13,"0,58",59,0.5,"15,6",0.1,-,"49,6","0,35"
2636,7,706,0,produits sucrés,biscuits sucrés,24009,Spéculoos,Speculoos,-,"2,4","5,94",69,"19,7","32,6",-,"0,86",-,-,-,-,-,-,-
2637,7,706,0,produits sucrés,biscuits sucrés,24010,"Biscuit sec, avec matière grasse végétale","Dry biscuit, with vegetable fat",-,"1,25","7,23","74,7","11,8","21,7","21,4","0,72","57,7","2,16","34,5",-,-,-,-
2638,7,706,0,produits sucrés,biscuits sucrés,24011,"Biscuit sec, petits fours en assortiment","Dry biscuit, assorted petits fours",-,"1,6","6,44","61,4","26,4","39,4","20,1","0,46",55,"2,6",35,0.125,0.25,"48,7","0,21"
2639,7,706,0,produits sucrés,biscuits sucrés,24015,Biscuit sec petit beurre,Dry biscuit little butter,-,"1,4","8,06","74,5","12,1","21,5",40,"1,16",34,"0,82",18,0.125,0.25,"19,1","0,092"
2640,7,706,0,produits sucrés,biscuits sucrés,24016,Biscuit sec avec tablette de chocolat,Dry biscuit with chocolate bar,-,"2,01","6,62","63,3","24,1","36,8","26,4","0,61",94,"5,3","37,5",0.25,"1,1",36,"0,2"
2641,7,706,0,produits sucrés,biscuits sucrés,24017,Biscuit sec petit beurre au chocolat,Chocolate petit beurre dry biscuit,-,"1,21","7,19","71,1",16,"24,5",-,"1,21",-,-,-,-,-,-,-
2642,7,706,0,produits sucrés,biscuits sucrés,24030,Biscuit sec au lait,Milk dry biscuit,-,"2,85","8,25","73,9","11,5",20,-,"1,14","27,9",-,-,-,-,-,-
2643,7,706,0,produits sucrés,biscuits sucrés,24031,"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse","Crispy dry biscuit (e.g., tuile) without chocolate, reduced in fat",-,"1,5","5,63","80,1","8,8","29,4",40,"0,78",199,0.5,"25,5",0.1,-,"11,7","0,97"
2644,7,706,0,produits sucrés,biscuits sucrés,24034,Biscuit sec pour petit déjeuner,Dry breakfast biscuit,-,"2,1","7,81","65,8","16,3",21,"2,91","1,19",250,4,140,0.125,0.25,"13,9","0,033"
2645,7,706,0,produits sucrés,biscuits sucrés,24035,"Biscuit sec pour petit déjeuner, allégé en sucres","Dry breakfast biscuit, reduced in sugars",-,-,"7,68","66,3",16,"20,2",-,"0,68",200,"2,8",90,-,-,-,-
2646,7,706,0,produits sucrés,biscuits sucrés,24036,"Biscuit sec chocolaté, préemballé","Chocolate-coated dry biscuit, pre-packaged",-,"1,21","6,43","61,7","26,9","34,3",-,"0,5","53,4","2,66","31,8",0,0,32,0
2647,7,706,0,produits sucrés,biscuits sucrés,24037,Biscuit sec fourré à la pâte ou purée de fruits,Dry biscuit filled with fruit paste or puree,-,"12,7","4,43","69,2","9,11","43,4","3,8","0,41",64,1,294,0,0.25,21,0.04
2648,7,706,0,produits sucrés,biscuits sucrés,24038,Biscuit sec avec nappage chocolat,Dry biscuit with chocolate coating,-,"2,72","6,93","61,9",25,"36,7",9,"0,4",45,"2,7","11,7",-,0.15,-,-
2649,7,706,0,produits sucrés,biscuits sucrés,24039,"Barre biscuitée fourrée aux fruits, allégée en matière grasse","Fruit-filled biscuit bar, reduced in fat",-,"10,5","3,32","75,7","7,12","41,9",-,"0,42",-,-,-,-,-,-,-
2650,7,706,0,produits sucrés,biscuits sucrés,24040,"Biscuit sec pour petit déjeuner, au chocolat","Dry breakfast biscuit, with chocolate",-,"2,5","6,5","69,7","16,6","29,8","4,95","0,95","93,6","5,1","76,3",0.1,-,"32,5","1,01"
